,gene,logfoldchanges,pvals,pvals_adj,-log10(pvals_adj)
0,Trp53i11,4.3210936,1.2727999838391776e-243,6.363999919195888e-241,240.19626983453972
15,Hoxc4,4.4220314,3.189437023165339e-72,7.593897674203188e-71,70.11953525916202
36,Nxph4,3.0533402,1.4175192889137148e-49,1.57502143212635e-48,47.80271353216588
50,Nr4a2,3.6514943,5.009507118660771e-40,3.913677436453727e-39,38.40741497156024
